normalized,raw,definition_fr
BERTINE,Bertine,Prénom féminin.
BESSETTE,Bessette,Patronyme.
BETRANCOURT,Bétrancourt,Patronyme.
BIHOUIX,Bihouix,Patronyme.
BIOTEAU,Bioteau,Patronyme.
BISSON,Bisson,Patronyme.
BISSONNET,Bissonnet,Patronyme.
BISSONNETTE,Bissonnette,Patronyme.
BLAIS,Blais,Patronyme.
BLANDINE,Blandine,Prénom féminin.
BLONDEAU,Blondeau,Patronyme.
BOIGNY,Boigny,Patronyme.
BOILET,Boilet,Patronyme.
BOILLY,Boilly,"Patronyme porté par Louis-Léopold Boilly, peintre français."
BOILY,Boily,Patronyme.
BOISACQ,Boisacq,Patronyme.
BOISCLAIR,Boisclair,Patronyme.
BONNEUIL,Bonneuil,Patronyme.
BOUCHARD,Bouchard,Patronyme.
BOUDREAU,Boudreau,Patronyme.
BOUGUEREAU,Bouguereau,"Patronyme porté par William Bouguereau, peintre académique français du XIXe siècle."
BOUIX,Bouix,Patronyme.
BOURDAIN,Bourdain,"Patronyme porté par Anthony Bourdain, chef cuisinier et animateur de télévision américain."
BOURDEAU,Bourdeau,Patronyme.
BOURDIEU,Bourdieu,"Patronyme porté par Pierre Bourdieu, sociologue français."
BOURQUE,Bourque,Patronyme.
BOURRIEAU,Bourrieau,Patronyme.
BOUTIN,Boutin,"Patronyme porté par Christine Boutin, femme politique française."
BOYANCE,Boyancé,Patronyme.
BRADFER,Bradfer,Patronyme.
BRAUDEL,Braudel,"Patronyme porté par Fernand Braudel, historien français, figure de l'école des Annales."
BREAULT,Breault,Patronyme.
BRIAN,Brian,Prénom masculin.
BRIEUC,Brieuc,Prénom masculin.
BROCHERE,Brocheré,Patronyme.
BROULARD,Broulard,Patronyme.
BRUNSCHVICG,Brunschvicg,"Patronyme porté par Léon Brunschvicg, philosophe français."
BURIDAN,Buridan,"Patronyme porté par Jean Buridan, philosophe français du XIVe siècle, à qui est attribué le paradoxe dit de l'âne de Buridan."
BUTEAUX,Buteaux,Patronyme.
CALIXTHE,Calixthe,Prénom féminin.
CAMBRONNE,Cambronne,"Patronyme porté par Pierre Cambronne, général français des guerres napoléoniennes."
CAMEZIND,Camezind,Patronyme.
CAPLET,Caplet,Patronyme.
CAPLETTE,Caplette,Patronyme.
CARCELLIER,Carcellier,Patronyme.
CARNOT,Carnot,"Patronyme porté par Sadi Carnot, physicien français, fondateur de la thermodynamique moderne."
CASAUBON,Casaubon,Patronyme.
CASTEX,Castex,"Patronyme porté par Jean Castex, homme politique français, ancien Premier ministre."
CATTELOT,Cattelot,Patronyme.
CAUBIEN,Caubien,Patronyme.
CAUCHON,Cauchon,"Patronyme porté par Pierre Cauchon, évêque français qui présida le procès de Jeanne d'Arc."
CAUMARTIN,Caumartin,Patronyme.
CECCALDI,Ceccaldi,Patronyme.
CECILIA,Cécilia,Prénom féminin.
CELINE,Céline,Prénom féminin.
CHABERT,Chabert,"Patronyme porté par le colonel Chabert, personnage d'un roman d'Honoré de Balzac."
CHAGNON,Chagnon,Patronyme.
CHAMARD,Chamard,Patronyme.
CHAMPALIMAUD,Champalimaud,Patronyme.
CHANEL,Chanel,"Patronyme porté par Coco Chanel, couturière française, fondatrice de la maison de couture du même nom."
CHANTAL,Chantal,Prénom féminin.
CHAPLEAU,Chapleau,Patronyme.
CHAPUIS,Chapuis,Patronyme.
CHAPUIT,Chapuit,Patronyme.
CHARBONNEAU,Charbonneau,Patronyme.
CHARCOSSET,Charcosset,Patronyme.
CHARLAND,Charland,Patronyme.
CHAUMETTE,Chaumette,Patronyme.
CHAUTEMPS,Chautemps,"Patronyme porté par Camille Chautemps, homme politique français, plusieurs fois président du Conseil sous la IIIe République."
CHAUVEAU,Chauveau,Patronyme.
CHAUVET,Chauvet,"Patronyme associé à la grotte Chauvet, célèbre site orné de peintures préhistoriques en Ardèche."
CHICHEPORTICHE,Chicheportiche,Patronyme.
CHICHPORTICH,Chichportich,Patronyme.
CHIRAC,Chirac,"Patronyme porté par Jacques Chirac, président de la République française de 1995 à 2007."
CHNEIWEISS,Chneiweiss,Patronyme.
CHOQUETTE,Choquette,Patronyme.
CHORIER,Chorier,Patronyme.
CHRISTOPHER,Christopher,Prénom masculin.
CIBOT,Cibot,Patronyme.
CITRINI,Citrini,Patronyme.
CIXOUS,Cixous,"Patronyme porté par Hélène Cixous, écrivaine et philosophe française."
CLARA,Clara,Prénom féminin.
CLARIOND,Clariond,Patronyme.
CLARY,Clary,Patronyme.
CLAUDET,Claudet,Patronyme.
CLERAMBAULT,Clerambault,"Patronyme porté par Gaëtan Gatian de Clérambault, psychiatre français, connu pour le syndrome qui porte son nom."
CLOUSEAU,Clouseau,"Patronyme porté par l'inspecteur Clouseau, détective maladroit de la série de films La Panthère rose."
COCTEAU,Cocteau,"Patronyme porté par Jean Cocteau, poète, écrivain et cinéaste français."
CODERRE,Coderre,Patronyme.
COITEUX,Coiteux,Patronyme.
COLLARD,Collard,Patronyme.
COLONNA,Colonna,"Patronyme porté par une famille noble italienne de premier plan, originaire de Rome."
COMEAUX,Comeaux,Patronyme.
COQUATRIX,Coquatrix,"Patronyme porté par Bruno Coquatrix, imprésario français, directeur de la salle parisienne l'Olympia."
CORALIE,Coralie,Prénom féminin.
CORBEIL,Corbeil,Patronyme.
CORCORAN,Corcoran,Patronyme.
CORINNE,Corinne,Prénom féminin.
CORMON,Cormon,Patronyme.
CORNILLET,Cornillet,Patronyme.
COURBET,Courbet,"Patronyme porté par Gustave Courbet, peintre français, chef de file du réalisme."
COURTEMANCHE,Courtemanche,Patronyme.
COURTIN,Courtin,Patronyme.
COUSINEAU,Cousineau,Patronyme.
COUSTEAU,Cousteau,"Patronyme porté par Jacques-Yves Cousteau, explorateur et océanographe français."
CREPEAU,Crépeau,Patronyme.
CREPEAUX,Crépeaux,Patronyme.
CUIF,Cuif,Patronyme.
CYPRIEN,Cyprien,Prénom masculin.
CYRIAQUE,Cyriaque,Prénom masculin.
DAIGNEAULT,Daigneault,Patronyme.
DAILLENCOURT,Daillencourt,Patronyme.
DALENCOURT,Dalencourt,Patronyme.
DANCOURT,Dancourt,Patronyme.
DANGLARS,Danglars,Patronyme porté par un personnage du roman Le Comte de Monte-Cristo d'Alexandre Dumas.
DANTON,Danton,"Patronyme porté par Georges Danton, figure de la Révolution française."
DARMESTETER,Darmesteter,Patronyme.
DEBARALLE,Debaralle,Patronyme.
DEBIERNE,Debierne,"Patronyme porté par André-Louis Debierne, chimiste français, codécouvreur de l'actinium."
DECONCHAT,Deconchat,Patronyme.
DECOURCELLE,Decourcelle,Patronyme.
DEFAYS,Defays,Patronyme.
DEHODENCQ,Dehodencq,Patronyme.
DELAGE,Delage,"Patronyme porté par une ancienne marque automobile française de luxe, fondée au début du XXe siècle."
DELAMARRE,Delamarre,Patronyme.
DELAVAY,Delavay,Patronyme.
DELEPINE,Delépine,Patronyme.
DELON,Delon,"Patronyme porté par Alain Delon, acteur français."
DELVAUX,Delvaux,"Patronyme porté par Paul Delvaux, peintre surréaliste belge."
DELVINCOURT,Delvincourt,Patronyme.
DEMBELE,Dembélé,"Patronyme porté par plusieurs footballeurs, dont Ousmane Dembélé, international français."
DENEUVE,Deneuve,"Patronyme porté par Catherine Deneuve, actrice française."
DENICOURT,Denicourt,Patronyme.
DENONCOURT,Denoncourt,Patronyme.
DERANQUE,Deranque,Patronyme.
DERICOURT,Déricourt,Patronyme.
DESCAVES,Descaves,Patronyme.
DESCHAMPS,Deschamps,"Patronyme porté par Didier Deschamps, ancien footballeur et sélectionneur de l'équipe de France, champion du monde comme joueur en 1998 et comme entraîneur en 2018."
DESESSART,Desessart,Patronyme.
DESHARNAIS,Desharnais,Patronyme.
DESLAURIERS,Deslauriers,Patronyme.
DESPENTES,Despentes,"Patronyme porté par Virginie Despentes, écrivaine française."
DESPRET,Despret,Patronyme.
DESPRETS,Desprets,Patronyme.
DESTROISMAISONS,Destroismaisons,Patronyme.
DEVALCOURT,Devalcourt,Patronyme.
DEVEAUX,Deveaux,Patronyme.
DEVOLLE,Devolle,Patronyme.
DEZALY,Dezaly,Patronyme.
DIAGANA,Diagana,"Patronyme porté par Stéphane Diagana, athlète français, ancien champion du monde du 400 mètres haies."
DIAGAYATE,Diagayaté,Patronyme.
DIEGO,Diego,Prénom masculin.
DIEUMEGARD,Dieumegard,Patronyme.
DION,Dion,Patronyme porté notamment par la chanteuse québécoise Céline Dion.
DJEFERSON,Djeferson,Prénom masculin.
DODART,Dodart,Patronyme.
DOLORES,Dolorès,Prénom féminin.
DOMENGEAUX,Domengeaux,Patronyme.
DOMITIEN,Domitien,"Prénom masculin, forme française du nom de l'empereur romain Domitien."
DORLEAC,Dorléac,"Patronyme porté par Françoise Dorléac, actrice française, sœur de Catherine Deneuve."
DRANCOURT,Drancourt,Patronyme.
DROIXHE,Droixhe,Patronyme.
DROUILLARD,Drouillard,Patronyme.
DRUSILLE,Drusille,Prénom féminin.
DUBAY,Dubay,Patronyme.
DUBE,Dubé,Patronyme.
DUCHESNE,Duchesne,Patronyme.
DUCLAUX,Duclaux,"Patronyme porté par Émile Duclaux, biologiste et chimiste français, directeur de l'Institut Pasteur après Louis Pasteur."
DUCLOS,Duclos,"Patronyme porté par Jacques Duclos, homme politique communiste français."
DUCOIN,Ducoin,Patronyme.
DUCOURTIEUX,Ducourtieux,Patronyme.
DUCULOT,Duculot,Patronyme.
DUFRENE,Dufrêne,Patronyme.
DUFRESNE,Dufresne,Patronyme.
DUGUAY,Duguay,Patronyme.
DUMAIS,Dumais,Patronyme.
DUMAY,Dumay,Patronyme.
DUMORNAY,Dumornay,Patronyme.
DUMOUTIER,Dumoutier,Patronyme.
DUPERE,Dupéré,Patronyme.
DUPERRON,Duperron,Patronyme.
DUPIN,Dupin,"Patronyme porté à l'origine par la femme de lettres George Sand, née Aurore Dupin."
DUPRE,Dupré,"Patronyme porté par Marcel Dupré, organiste et compositeur français."
DUPREE,Duprée,Patronyme.
DUPUYTREN,Dupuytren,"Patronyme porté par Guillaume Dupuytren, chirurgien français, connu pour la maladie qui porte son nom."
DURAND,Durand,Patronyme.
DUROCHER,Durocher,Patronyme.
DUSSAULT,Dussault,Patronyme.
DUTRIEZ,Dutriez,Patronyme.
DUVAUCHELLE,Duvauchelle,Patronyme.
DUVERGER,Duverger,"Patronyme porté par Maurice Duverger, politologue et juriste français, auteur de la loi dite de Duverger."
DUVIVIER,Duvivier,"Patronyme porté par Julien Duvivier, cinéaste français."
EBRARD,Ebrard,Patronyme.
ELIANE,Éliane,Prénom féminin.
ELODIE,Élodie,Prénom féminin.
ELOI,Éloi,"Prénom masculin, porté par saint Éloi, orfèvre et évêque, saint patron des orfèvres et des métallurgistes."
EMELINE,Émeline,Prénom féminin.
EMERIC,Émeric,Prénom masculin.
ERNEST,Ernest,Prénom masculin.
EUSEBE,Eusèbe,Prénom masculin.
EVAELLE,Evaëlle,Prénom féminin.
EXBRAYAT,Exbrayat,Patronyme.
EXPILLY,Expilly,Patronyme.
FABRICE,Fabrice,Prénom masculin.
FAGNON,Fagnon,Patronyme.
FALLIERES,Fallières,"Patronyme porté par Armand Fallières, président de la République française de 1906 à 1913."
FARABEUF,Farabeuf,Patronyme.
FARMER,Farmer,"Patronyme porté par Mylène Farmer, chanteuse française."
FASSANARO,Fassanaro,Patronyme.
FAURE,Fauré,"Patronyme porté par Gabriel Fauré, compositeur français."
FAUTEUX,Fauteux,Patronyme.
FAYE,Faye,Patronyme.
FEKIR,Fekir,"Patronyme porté par Nabil Fekir, footballeur français."
FERLAND,Ferland,Patronyme.
FERRAND,Ferrand,Patronyme.
FISET,Fiset,Patronyme.
FLAUBERT,Flaubert,"Patronyme porté par Gustave Flaubert, écrivain français, auteur de Madame Bovary."
FLORESTAN,Florestan,Prénom masculin.
FLORIANNE,Florianne,Prénom féminin.
FONCK,Fonck,"Patronyme porté par René Fonck, aviateur français, as de l'aviation le plus titré des forces alliées lors de la Première Guerre mondiale."
FONTANES,Fontanes,Patronyme.
FONTENOT,Fontenot,Patronyme.
FORGUES,Forgues,Patronyme.
FORTERIE,Forterie,Patronyme.
FORTIER,Fortier,Patronyme.
FORTUNAT,Fortunat,Prénom masculin.
FOUCHE,Fouché,"Patronyme porté par Joseph Fouché, homme d'État français, ministre de la Police sous le Directoire et l'Empire."
FOUCHER,Foucher,Patronyme.
FOUQUET,Fouquet,"Patronyme porté par Nicolas Fouquet, surintendant des finances sous Louis XIV, bâtisseur du château de Vaux-le-Vicomte."
FOURES,Fourès,Patronyme.
FOURIER,Fourier,"Patronyme porté par Joseph Fourier, mathématicien et physicien français, connu pour l'analyse de Fourier."
FOURNEYRON,Fourneyron,"Patronyme porté par Benoît Fourneyron, ingénieur français, inventeur de la turbine hydraulique moderne."
FRANCINE,Francine,Prénom féminin.
FREMICOURT,Frémicourt,Patronyme.
FRESNEL,Fresnel,"Patronyme porté par Augustin Fresnel, physicien français, connu pour ses travaux en optique et la lentille qui porte son nom."
FRESSOZ,Fressoz,Patronyme.
FROISSART,Froissart,"Patronyme porté par Jean Froissart, chroniqueur français du Moyen Âge."
FRONTY,Fronty,Patronyme.
FUMAROLI,Fumaroli,"Patronyme porté par Marc Fumaroli, historien et essayiste français, membre de l'Académie française."
GAEL,Gaël,Prénom masculin.
GALARNEAU,Galarneau,Patronyme.
GALISSARD,Galissard,Patronyme.
GALLOPIN,Gallopin,Patronyme.
GARON,Garon,Patronyme.
GASNIER,Gasnier,Patronyme.
GAUDERIQUE,Gaudérique,Prénom masculin.
GAUDETTE,Gaudette,Patronyme.
GAUDRY,Gaudry,Patronyme.
GAUMONT,Gaumont,"Patronyme porté par Gaumont, société de production cinématographique française, la plus ancienne au monde encore en activité."
GAUTREAU,Gautreau,Patronyme.
GAUTREAUX,Gautreaux,Patronyme.
GAZEAU,Gazeau,Patronyme.
GAZIAUX,Gaziaux,Patronyme.
GELINAS,Gélinas,Patronyme.
GENDRON,Gendron,Patronyme.
GEORGEAUX,Georgeaux,Patronyme.
GEREAUX,Gereaux,Patronyme.
GEROMEGNACE,Geromegnace,Patronyme.
GIGNAC,Gignac,"Patronyme porté par André-Pierre Gignac, footballeur français."
GILLETTE,Gillette,Patronyme porté par la marque américaine de rasoirs et de produits de rasage Gillette.
GIRARDEAU,Girardeau,Patronyme.
GIRARDOT,Girardot,"Patronyme porté par Annie Girardot, actrice française."
GIROIR,Giroir,Patronyme.
GISCARD,Giscard,"Patronyme porté par Valéry Giscard d'Estaing, président de la République française de 1974 à 1981."
GOBEIL,Gobeil,Patronyme.
GODARD,Godard,"Patronyme porté par Jean-Luc Godard, cinéaste franco-suisse, figure de la Nouvelle Vague."
GODELEINE,Godeleine,Prénom féminin.
GODELIEVE,Godeliève,Prénom féminin.
GOSSELIN,Gosselin,Patronyme.
GOUDEAU,Goudeau,Patronyme.
GOUDREAU,Goudreau,Patronyme.
GOULART,Goulart,Patronyme.
GRANIER,Granier,Patronyme.
GREY,Grey,Patronyme.
GROLET,Grolet,Patronyme.
GROSCLAUDE,Grosclaude,Patronyme.
GRUMIAUX,Grumiaux,"Patronyme porté par Arthur Grumiaux, violoniste belge."
GUENEE,Guenée,Patronyme.
GUERLAIN,Guerlain,"Patronyme porté par la maison de parfumerie française Guerlain, fondée en 1828."
GUIDRY,Guidry,Patronyme.
GUILLOUARD,Guillouard,Patronyme.
GUINGOUIN,Guingouin,"Patronyme porté par Georges Guingouin, résistant français, chef du maquis du Limousin durant la Seconde Guerre mondiale."
GUITEAU,Guiteau,"Patronyme porté par Charles Guiteau, auteur de l'assassinat du président américain James Garfield."
GUIZOT,Guizot,"Patronyme porté par François Guizot, homme d'État et historien français."
GUYNEMER,Guynemer,"Patronyme porté par Georges Guynemer, aviateur français, as de la Première Guerre mondiale."
GUYOU,Guyou,Patronyme.
GWENAEL,Gwenaël,Prénom masculin.
HAMON,Hamon,"Patronyme porté par Benoît Hamon, homme politique français."
HANNEDOUCHE,Hannedouche,Patronyme.
HARAUCOURT,Haraucourt,Patronyme.
HAREL,Harel,"Patronyme porté par Marie Harel, fromagère normande à qui la tradition attribue l'invention du camembert."
HAUDRICOURT,Haudricourt,Patronyme.
HAUY,Haüy,"Patronyme porté par René Just Haüy, minéralogiste français, considéré comme le père de la cristallographie."
HAYDEE,Haydée,Prénom féminin.
HERMENEGILDE,Herménégilde,Prénom masculin.
HERPIN,Herpin,Patronyme.
HIPPOLYTE,Hippolyte,Prénom masculin.
HONORINE,Honorine,Prénom féminin.
HORTA,Horta,"Patronyme porté par Victor Horta, architecte belge, figure majeure de l'Art nouveau."
HOUDEBINE,Houdebine,Patronyme.
HOUELLEBECQ,Houellebecq,"Patronyme porté par Michel Houellebecq, écrivain français."
HUBLIN,Hublin,Patronyme.
HUGHES,Hughes,Patronyme.
IMBACH,Imbach,Patronyme.
INGEBORG,Ingeborg,Prénom féminin.
INGEMAR,Ingemar,Prénom masculin.
INGER,Inger,Prénom féminin.
INGRID,Ingrid,Prénom féminin.
INGVAR,Ingvar,Prénom masculin.
IRANA,Irana,Prénom féminin.
IVANIE,Ivanie,Prénom féminin.
JACROT,Jacrot,Patronyme.
JAFFRELOT,Jaffrelot,Patronyme.
JAMES,James,Prénom masculin.
JEANNIN,Jeannin,Patronyme.
JEANSELME,Jeanselme,Patronyme.
JENNIFER,Jennifer,Prénom féminin.
JESSICA,Jessica,Prénom féminin.
JOBIER,Jobier,Patronyme.
JOLICOEUR,Jolicœur,Patronyme.
JOLIOT,Joliot,"Patronyme porté par Frédéric Joliot-Curie, physicien français, lauréat du prix Nobel de chimie."
JOMARD,Jomard,Patronyme.
JORRE,Jorre,Patronyme.
JOSE,José,Prénom masculin.
JOSIANE,Josiane,Prénom féminin.
JOUSSEAUME,Jousseaume,Patronyme.
JULIANE,Juliane,Prénom féminin.
JULIANNE,Julianne,Prénom féminin.
KALIFA,Kalifa,Patronyme.
KAMINKER,Kaminker,"Patronyme, nom de naissance de l'actrice française Simone Signoret."
KANDELAFT,Kandelaft,Patronyme.
KANTE,Kanté,"Patronyme porté par N'Golo Kanté, footballeur français, champion du monde 2018."
KARAS,Karas,Patronyme.
KARWINSKI,Karwinski,Patronyme.
KEKA,Kéka,Patronyme.
KENDJI,Kendji,Prénom rendu populaire en France par le chanteur Kendji Girac.
KIELBURGER,Kielburger,Patronyme.
KIMPEMBE,Kimpembe,"Patronyme porté par Presnel Kimpembe, footballeur français, champion du monde 2018."
KIWEWA,Kiwewa,Patronyme.
KLAVATZ,Klavatz,Patronyme.
KOUMETZ,Koumetz,Patronyme.
KYLIAN,Kylian,Prénom rendu très populaire en France par le footballeur Kylian Mbappé.
LABEAUME,Labeaume,Patronyme.
LABERGE,Laberge,Patronyme.
LABLACHE,Lablache,Patronyme.
LABRANCHE,Labranche,Patronyme.
LABRIOLLE,Labriolle,Patronyme.
LACAZETTE,Lacazette,"Patronyme porté par Alexandre Lacazette, footballeur français."
LACHIVER,Lachiver,Patronyme.
LACOMBE,Lacombe,Patronyme.
LACOSTE,Lacoste,"Patronyme porté par René Lacoste, joueur de tennis français, fondateur de la marque de vêtements du même nom."
LACOURSE,Lacourse,Patronyme.
LADMIRAULT,Ladmirault,Patronyme.
LAFRENIERE,Lafrenière,Patronyme.
LAGACE,Lagacé,Patronyme.
LAGANIERE,Laganière,Patronyme.
LAIGNEAU,Laigneau,Patronyme.
LALIBERTE,Laliberté,"Patronyme porté par Guy Laliberté, entrepreneur québécois, fondateur du Cirque du Soleil."
LAMARQUE,Lamarque,"Patronyme porté par Jean Maximilien Lamarque, général français dont les funérailles déclenchèrent l'insurrection parisienne de juin 1832."
